symbol,EPS,volume,averageDailyV,float,lastClose,open,lastTrade,lastTradeDate,50DayMA
"PCG-PH",3.17,257,N/A,N/A,24.35,23.09,23.89,"11/18/2016",0.00
"JGH",N/A,67386,117337,N/A,15.08,15.10,15.16,"11/18/2016",15.46
"UTG",3.02,82690,101742,N/A,29.30,29.44,28.78,"11/18/2016",29.59
"QQEW",N/A,105562,50688,N/A,46.28,46.49,46.06,"11/18/2016",45.17
"FBS-PC.TO",N/A,17,N/A,N/A,10.04,10.04,10.04,"10/13/2016",0.00
"WN-PA.TO",3.14,1525,N/A,N/A,25.56,25.48,25.48,"11/18/2016",0.00
"ERFB",-0.7710,105000,4262670,36130000,0.0019,0.0019,0.0019,"11/18/2016",0.0002
"PCD-UN.TO",N/A,1500,5752,N/A,8.61,8.63,8.63,"11/18/2016",8.77
"W-PJ.TO",N/A,500,N/A,N/A,25.36,25.37,25.36,"11/17/2016",0.00
"MVM.V",-0.012,5000,N/A,8995000,0.045,0.050,0.045,"11/3/2016",0.000
"ETV-P.V",N/A,0,N/A,N/A,0.03,N/A,0.03,"9/19/2014",0.03
"BLKG",-0.009,92400,301940,71637000,0.018,0.018,0.018,"11/18/2016",0.022
"SRQ.V",-0.54,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"WBNK",-2.4510,0,N/A,N/A,0.0001,N/A,0.0001,"11/5/2014",0.0001
"WAV-P.V",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"OAG.V",-0.00,20000,101023,N/A,0.04,0.04,0.04,"8/23/2016",0.06
"UWBKQ",-3.854,0,N/A,N/A,0.035,N/A,0.035,"10/6/2014",0.000
"NWT.V",-0.21,0,N/A,N/A,0.05,N/A,0.05,N/A,0.05
"SGZ.V",-0.002,4500,34764,52009000,0.040,0.035,0.035,"11/18/2016",0.037
"ACWX",N/A,699972,557040,N/A,39.74,39.54,39.39,"11/18/2016",40.64
"GHR.V",-0.05,17000,2642,N/A,0.23,0.14,0.23,"6/13/2016",0.19
"DVR.V",-0.07,0,N/A,N/A,0.24,N/A,0.24,"11/12/2015",0.24
"SFB",2.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MJMJ",-0.0030,49346665,27130100,2469108000,0.0002,0.0002,0.0001,"11/18/2016",0.0010
"LG.V",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SRO.V",0.00,100000,N/A,N/A,0.12,0.12,0.12,"6/28/2016",0.12
"WASM",0.00,0,6,N/A,0.35,N/A,0.35,"9/16/2016",0.35
"ZAD.V",-0.09,298750,357705,59338000,0.09,0.09,0.09,"11/18/2016",0.10
"SMG.V",-0.03,0,N/A,N/A,N/A,N/A,N/A,N/A,0.00
"IIM",0.67,247955,201614,N/A,14.40,14.32,14.28,"11/18/2016",15.39
"EAD",-0.38,118076,221637,N/A,7.88,7.90,7.90,"11/18/2016",8.14
"BPS",2.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TLI",-0.95,45611,39652,N/A,10.83,10.89,10.93,"11/18/2016",10.64
"MXF",-0.69,116322,46909,N/A,14.27,14.27,14.12,"11/18/2016",15.91
"SWH",5.79,0,64782,N/A,124.86,N/A,124.86,"11/16/2016",123.15
"JEQ",-0.23,7488,22303,N/A,7.86,7.80,7.86,"11/18/2016",8.10
"NBW",1.22,22721,11915,N/A,14.85,14.90,14.80,"11/18/2016",15.69
"DSL",N/A,423169,425862,N/A,17.99,18.01,17.91,"11/18/2016",18.61
"BMO-PJ.TO",5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DRA",N/A,37190,54691,N/A,15.52,15.58,15.49,"11/18/2016",16.34
"GEB",N/A,97759,51803,N/A,24.89,24.91,24.68,"11/18/2016",25.58
"FEI",N/A,104592,121388,N/A,15.84,15.77,15.84,"11/18/2016",15.73
"LAQ",0.34,3961,8131,N/A,19.50,19.83,19.54,"11/18/2016",21.67
"PHD",0.19,101689,73794,N/A,11.81,11.78,11.68,"11/18/2016",11.65
"ARDC",N/A,67013,74397,N/A,14.55,14.60,14.65,"11/18/2016",14.59
"KMM",-0.17,40335,47720,N/A,8.42,8.42,8.30,"11/18/2016",8.47
"ISL",-2.3510,2589,3614,N/A,16.0393,15.8700,15.9054,"11/18/2016",16.2842
"FSFR",-0.43,197144,149185,N/A,9.05,9.05,9.22,"11/18/2016",8.69
"AINV",-0.41,2671352,1208050,N/A,6.05,6.07,6.02,"11/18/2016",5.94
"MWO",N/A,0,32227,N/A,25.57,N/A,25.57,"7/19/2016",25.23
"NHS",-0.72,42937,97597,N/A,11.13,11.18,11.20,"11/18/2016",11.56
"HDLV",N/A,9853,7422,N/A,28.40,28.46,28.16,"11/18/2016",29.58
"JTD",0.07,35710,31845,N/A,13.87,13.92,13.77,"11/18/2016",14.34
"SGL",-0.29,0,38838,N/A,9.05,N/A,9.05,"5/18/2016",9.01
"AVK",-1.88,140424,75764,N/A,14.11,14.15,14.24,"11/18/2016",14.08
"BTZ",-0.08,241584,237043,N/A,12.32,12.38,12.35,"11/18/2016",12.85
"TROVU",N/A,0,2,N/A,12.74,N/A,12.74,"10/11/2016",13.84
"ACP",N/A,107285,90234,N/A,12.44,12.39,12.46,"11/18/2016",12.63
"SBW",-0.3900,49074,76725,N/A,10.4200,10.4500,10.3861,"11/18/2016",11.0667
"EHI",-0.94,121953,186105,N/A,9.27,9.30,9.31,"11/18/2016",9.85
"VNO-PI",2.12,13651,6569,171376000,25.31,25.31,25.35,"11/18/2016",25.51
"FFC",0.82,487112,136388,N/A,19.11,19.12,19.38,"11/18/2016",20.12
"MCI",0.55,31297,13611,N/A,16.34,16.50,17.02,"11/18/2016",17.09
"VVR",-0.43,773199,495932,N/A,4.38,4.40,4.42,"11/18/2016",4.35
"WFC-PJ",N/A,205692,175068,N/A,26.90,26.88,26.82,"11/18/2016",27.02
"LCM",-0.91,22105,42729,N/A,7.89,7.92,7.96,"11/18/2016",8.15
"DNI",-1.21,16189,43709,N/A,11.44,11.48,11.43,"11/18/2016",10.98
"ISM",0.79,8429,3395,N/A,24.81,24.86,24.73,"11/18/2016",24.78
"PKO",N/A,62374,66425,N/A,22.22,22.16,22.38,"11/18/2016",22.56
"PSAU",N/A,17061,36362,N/A,18.31,18.06,18.01,"11/18/2016",20.20
"RNP",4.07,130259,150194,N/A,18.21,18.19,18.01,"11/18/2016",19.04
"CHSCN",N/A,28937,21928,N/A,28.26,28.25,27.05,"11/18/2016",29.16
"EVV",-0.31,269978,323705,N/A,13.12,13.14,13.08,"11/18/2016",13.36
"ZIV",N/A,31119,44163,N/A,46.03,46.23,45.99,"11/18/2016",44.64
"GHI",-0.44,0,62776,N/A,8.68,N/A,8.68,"4/11/2016",8.69
"HPI",1.32,62728,80555,N/A,19.58,19.58,19.41,"11/18/2016",20.97
"MZA",1.5170,4397,7605,N/A,14.4800,14.6100,14.4299,"11/18/2016",15.6257
"FAX",-0.05,530845,623600,N/A,4.73,4.73,4.73,"11/18/2016",4.94
"JPI",N/A,36804,73212,N/A,22.81,22.73,22.83,"11/18/2016",23.99
"EVP",1.2490,3147,6766,N/A,12.0835,12.1466,12.1069,"11/18/2016",12.5511
"FCO",-0.38,38628,27800,N/A,7.81,7.79,7.85,"11/18/2016",8.34
"NUIN",1.309,20600,25369,3315000,0.030,0.030,0.025,"11/18/2016",0.049
"HIO",-0.49,1025614,317135,N/A,4.79,4.80,4.88,"11/18/2016",4.95
"UTF",1.72,225961,190400,N/A,19.76,19.72,19.63,"11/18/2016",20.41
"MCA",0.64,128240,77735,N/A,14.29,14.24,14.19,"11/18/2016",15.42
"GDO",N/A,79515,39077,N/A,16.66,16.62,16.66,"11/18/2016",17.28
"ARMF",N/A,0,20468,N/A,N/A,N/A,N/A,N/A,18
"WEA",0.37,45123,32797,N/A,12.52,12.52,12.49,"11/18/2016",13.16
"EVJ",1.26,6756,8908,N/A,12.18,12.08,12.17,"11/18/2016",12.98
"MULT",-0,0,1500,N/A,N/A,N/A,N/A,N/A,23
"HPF",2.67,67662,62888,N/A,19.53,19.52,19.64,"11/18/2016",21.20
"CXE",0.49,68897,62131,N/A,4.81,4.81,4.78,"11/18/2016",5.14
"PMO",1.06,86752,85265,N/A,11.76,11.81,11.69,"11/18/2016",12.70
"GIC.V",0.04,599,3121,N/A,N/A,N/A,N/A,"10/21/2015",2.09
"JPC",0.32,375970,398773,N/A,9.28,9.25,9.13,"11/18/2016",9.64
"IGI",N/A,29943,31835,N/A,20.89,20.91,20.44,"11/18/2016",21.36
"LOR",-1.71,16232,25543,N/A,9.57,9.53,9.54,"11/18/2016",9.77
"QQQC",N/A,201,2088,N/A,22.324,22.392,22.566,"11/18/2016",23.385
"GYB",N/A,5387,8834,N/A,20.86,20.85,20.84,"11/18/2016",22.30
"ENX",0.86,52868,39338,N/A,12.24,12.31,12.16,"11/18/2016",13.13
"HYT",-1.21,229132,399700,N/A,10.16,10.20,10.26,"11/18/2016",10.50
"JMT",N/A,7389,10148,N/A,22.67,22.56,22.61,"11/18/2016",23.16
"CTU",N/A,25356,29520,N/A,25.21,25.35,24.98,"11/18/2016",25.72
"BOI",2.63,157479,83078,N/A,14.18,14.18,14.29,"11/18/2016",14.48
"NMY",1.14,45462,41486,N/A,12.51,12.49,12.44,"11/18/2016",13.23
"AIF",N/A,85381,87492,N/A,14.89,14.93,15.01,"11/18/2016",15.17
"KYE",-13.79,154826,118255,N/A,11.28,11.38,11.25,"11/18/2016",11.11
"NXK",1.41,0,11016,N/A,13.20,N/A,13.20,"6/8/2015",13.39
"SPXX",0.35,58807,55786,N/A,14.06,14.07,13.96,"11/18/2016",13.53
"PHT",-1.21,86078,88505,N/A,9.59,9.58,9.64,"11/18/2016",10.07
"STPP",N/A,34164,13612,N/A,34.200,34.690,34.857,"11/18/2016",31.617
"ETO",-0.52,67364,36729,N/A,20.21,20.14,20.23,"11/18/2016",20.90
"BME",-2.51,47857,36788,N/A,35.10,35.38,34.97,"11/18/2016",33.69
"SZC",N/A,10988,15723,N/A,16.99,17.05,16.92,"11/18/2016",16.49
"NIQ",N/A,22802,39186,N/A,12.61,12.63,12.47,"11/18/2016",13.12
"MVF",0.46,264750,145132,N/A,9.77,9.76,9.77,"11/18/2016",10.09
"NAN",1.11,109260,57577,N/A,13.32,13.37,13.19,"11/18/2016",14.28
"EDD",N/A,199619,284897,N/A,7.20,7.20,7.13,"11/18/2016",7.81
"NXR",0.98,47704,27348,N/A,13.83,13.82,13.90,"11/18/2016",14.74
"SCAI",0.55,159518,259334,28479000,44.07,44.05,44.44,"11/18/2016",44.58
"CTX",N/A,53719,31642,N/A,25.10,25.05,24.96,"11/18/2016",25.41
"SLRA",N/A,8810,8377,N/A,25.0900,25.0700,25.0199,"11/18/2016",25.5311
"MFM",0.58,88961,101686,N/A,6.63,6.66,6.56,"11/18/2016",7.07
"MMD",N/A,85944,71355,N/A,18.21,18.25,18.13,"11/18/2016",19.50
"CIK",-0.12,64675,115985,N/A,3.06,3.07,3.07,"11/18/2016",3.07
"BZM",0.73,6220,2205,N/A,15.10,15.12,14.49,"11/18/2016",16.12
"GS-PK",12.46,80381,117975,368719000,27.01,26.98,26.68,"11/18/2016",28.22
"CEV",1.40,26695,23550,N/A,12.38,12.34,12.22,"11/18/2016",13.19
"OXLC",-4.57,147023,128765,N/A,11.60,11.63,11.61,"11/18/2016",10.46
"BPTH",-0.08,171677,122865,86229000,1.25,1.25,1.17,"11/18/2016",1.18
"KOOL",-7.57,127493,223823,1663000,3.39,3.60,3.21,"11/18/2016",3.23
"AXL.TO",-9.02,74000,114978,N/A,0.00,0.00,0.00,"6/16/2016",0.01
"HTZ",0.74,1869451,3331370,83711000,25.14,25.37,25.23,"11/18/2016",33.41
"E.TO",-0.42,14999,33419,45681000,0.25,0.26,0.26,"11/18/2016",0.27
"FCCO",0.95,6183,7052,4836000,15.49,15.50,15.50,"11/18/2016",15.39
"SOCB",0.46,24944,4597,N/A,14.02,13.66,14.02,"6/16/2016",13.92
"ARTNA",1.32,23401,24875,8149000,31.65,31.65,31.74,"11/18/2016",28.34
"MFC",1.12,2271863,2518000,1972114000,16.84,16.83,16.99,"11/18/2016",14.87
"NTES",11.23,761159,1251440,73035000,236.83,237.04,230.81,"11/18/2016",251.10
"TYE.V",-0.017,16500,204094,103521000,0.015,0.015,0.015,"11/18/2016",0.030
"TGLS",0.61,87691,30003,8634000,11.74,11.87,11.70,"11/18/2016",11.79
"NEM",-1.01,8559091,7366540,529131000,32.70,32.51,32.69,"11/18/2016",35.50
"BFD.V",-0.00,17625,98455,122885000,0.08,0.08,0.08,"11/18/2016",0.09
"MBCN",3.22,1090,1314,2142000,35.60,36.00,35.05,"11/18/2016",34.67
"ECYT",-1.01,159001,164435,37647000,3.04,3.07,3.09,"11/18/2016",2.97
"ARKR",1.44,2146,2289,2042000,21.60,21.55,21.21,"11/18/2016",21.31
"IGC",-0.1520,66108,98877,19633000,0.3300,0.3400,0.3293,"11/18/2016",0.4083
"SID",0.14,2009505,2413570,580975000,3.06,3.15,3.20,"11/18/2016",3.16
"STN",0.96,9427,16743,112819000,25.65,25.55,25.25,"11/18/2016",23.34
"LEVY",-0,0,404444,N/A,15,N/A,15,"4/23/2015",13
"OLP",1.45,49789,47598,12936000,24.12,24.18,24.28,"11/18/2016",23.61
"CTWS",2.21,49841,43489,10994000,54.27,54.44,54.48,"11/18/2016",51.09
"BKH",0.79,258612,360522,51767000,58.29,58.29,58.73,"11/18/2016",59.22
"OSBC",0.49,94023,78125,25970000,9.35,9.30,9.25,"11/18/2016",8.26
"BHB",2.60,18542,8603,5933000,41.45,41.21,41.25,"11/18/2016",37.42
"BUD",1.87,3579198,1779060,667245000,103.00,102.06,101.88,"11/18/2016",120.22
"PRTS",0.04,54950,111423,14933000,2.94,2.90,2.94,"11/18/2016",3.00
"VII.TO",0.17,351081,875342,236608000,29.46,29.47,30.07,"11/18/2016",30.17
"IGLD",0.706,36,1362,7276000,10.912,N/A,10.912,"11/17/2016",12.243
"CPHC",1.01,806,1600,2168000,10.60,10.75,10.70,"11/18/2016",10.56
"AMH",-0.25,2716848,2375770,159296000,20.60,20.77,21.14,"11/18/2016",20.79
"CST.V",-0.038,163800,564238,112267000,0.155,0.155,0.155,"11/18/2016",0.191
"VIRC",0.27,120387,24161,7680000,4.40,4.35,4.00,"11/18/2016",4.34
"FNV",0.34,741986,791235,175031000,58.27,57.52,57.49,"11/18/2016",64.35
"FRC.TO",-1.01,112882,388459,82124000,5.26,5.28,5.33,"11/18/2016",5.47
"PFIS",2.52,31731,7928,6760000,46.25,46.08,45.99,"11/18/2016",40.23
"ISLE",1.29,152966,445736,23467000,22.46,22.34,22.21,"11/18/2016",21.54
"FLS",1.15,1314189,1126220,129750000,45.74,45.67,45.98,"11/18/2016",44.52
"LW.TO",0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EVAR",-1.76,626119,64061,14929000,0.63,0.65,0.80,"11/18/2016",0.82
"ITUB",1.00,10589084,14403000,3525644000,10.23,10.52,10.36,"11/18/2016",11.01
"MELI",2.81,406901,587546,42974000,157.27,156.75,157.63,"11/18/2016",171.29
"CNNX",1.58,138030,144718,20087000,21.63,21.82,21.84,"11/18/2016",20.11
"ACTS",-0.66,97057,17340,15207000,2.18,2.18,2.13,"11/18/2016",2.11
"XTC.TO",1.11,44315,29182,26273000,10.39,10.35,10.46,"11/18/2016",11.33
"HMTV",0.39,55359,40102,14929000,11.85,11.90,11.80,"11/18/2016",12.03
"GWR.TO",0.97,6610,3087,8377000,10.88,10.78,10.98,"11/18/2016",10.35
"VALE",-1.31,28474781,27660300,3137683000,7.31,7.06,7.24,"11/18/2016",6.51
"NPK.TO",-0.04,3695,12946,34774000,0.22,0.26,0.22,"11/17/2016",0.31
"SOX.TO",-0.03,32689,27388,24985000,5.23,5.29,5.16,"11/18/2016",5.77
"WSFSL",1.96,1953,1566,30646000,26.14,26.13,26.15,"11/18/2016",26.27
"ASBB",1.46,0,1968,2712000,27.45,N/A,27.45,"11/17/2016",26.37
"VNRBP",-11.75,26701,104186,129726000,2.43,2.50,2.30,"11/18/2016",3.62
"AAU",-0.01,282096,317214,75783000,1.13,1.12,1.07,"11/18/2016",1.27
"RNG",-0.41,740242,426185,57594000,22.95,23.05,22.75,"11/18/2016",21.98
"KFG.V",-0.02,30000,21595,35270000,0.04,0.04,0.04,"11/17/2016",0.04
"SYX",-1.70,21528,19451,11597000,8.89,8.94,9.02,"11/18/2016",7.95
"CDB.V",-0.07,74650,90518,43979000,0.83,0.80,0.80,"11/18/2016",0.76
"CHU",0.24,462420,421375,591395000,11.18,11.51,11.58,"11/18/2016",11.88
"TIL.V",-2.09,150,1557,2508000,5.00,5.00,5.00,"11/15/2016",5.07
"TRR",-0.03,38038,41111,23250000,9.70,9.70,9.75,"11/18/2016",8.59
"CKB.V",-0.009,727500,140195,63488000,0.165,0.135,0.165,"7/6/2016",0.121
"LWAY",0.20,37654,34469,3642000,12.46,12.50,12.54,"11/18/2016",16.28
"OBAS",0.43,234,3631,1141000,8.55,9.20,9.20,"11/18/2016",8.37
"DDS",5.59,419633,518484,11773000,70.51,70.21,70.79,"11/18/2016",63.23
"AUMA",-0.20,0,7835,7082000,N/A,N/A,N/A,N/A,9.97
"KMDA",-0.11,2600,27505,27276000,5.35,5.33,5.35,"11/18/2016",5.52
"TAC",0.13,49658,47464,287174000,3.95,3.90,4.15,"11/18/2016",4.33
"ALDX",-1.73,12446,44585,2903000,5.75,5.85,6.10,"11/18/2016",6.53
"EXF.TO",0.16,2550,8575,17472000,5.90,5.90,5.88,"11/18/2016",5.53
"AIN",2.32,120363,103352,25609000,44.95,44.95,45.30,"11/18/2016",41.55
"UR.TO",-0.37,277204,202416,87438000,0.85,0.87,0.86,"11/18/2016",0.97
"AAME",0.04,526,8230,5592000,3.85,3.65,3.80,"11/18/2016",3.76
"MDVXU",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FORD",0.0790,36224,59891,5296000,1.3551,1.4400,1.3899,"11/18/2016",1.2594
"FVE",-0.46,191442,278648,44386000,2.50,2.55,2.45,"11/18/2016",2.70
"EOM.TO",-0.06,10000,18795,59915000,0.19,0.19,0.19,"11/18/2016",0.22
"FLL",-0.10,4462,31739,15111000,1.74,1.75,1.77,"11/18/2016",1.69
"TORM",-1.64,473,3691,1883000,5.95,5.95,6.10,"11/18/2016",5.44
"CJT.TO",0.18,31979,31760,8631000,49.49,49.39,49.50,"11/18/2016",44.78
"FOLD",-1.42,2138022,2174080,115607000,8.87,8.90,8.75,"11/18/2016",7.62
"SVM.TO",0.11,792610,989803,161011000,3.18,3.08,3.18,"11/18/2016",3.56
"METR",1.40,0,60314,N/A,N/A,N/A,N/A,"2/12/2016",28.82
"CFBK",0.20,53112,15414,11198000,1.45,1.45,1.49,"11/18/2016",1.45
"ACC.TO",-0.17,99200,93444,N/A,N/A,N/A,N/A,"12/22/2015",18.45
"BDT.TO",0.72,138053,130672,40800000,9.00,9.02,8.80,"11/18/2016",10.55
"CCU",0.84,190850,316133,73893000,20.27,20.22,19.99,"11/18/2016",20.68
"AAOI",1.10,379031,470005,13070000,26.15,26.13,26.63,"11/18/2016",21.91
"FCTY",0.26,0,26322,N/A,N/A,N/A,N/A,N/A,11.17
"BNCN",1.41,547291,180088,39666000,29.70,29.65,30.60,"11/18/2016",25.12
"REI-UN.TO",1.46,470154,613792,323826000,26.21,26.22,26.17,"11/18/2016",26.32
"PACD",-0.37,273108,266906,5915000,3.85,3.83,3.81,"11/18/2016",3.60
"SHI",7.00,4726,7498,52330000,51.86,51.66,51.65,"11/18/2016",50.91
"HTF",1.1450,0,1220,N/A,25.7786,N/A,25.7786,"11/17/2016",25.7992
"HI",1.51,279189,177665,62836000,33.95,34.15,34.90,"11/18/2016",31.21
"XOM",2.14,8457804,10783900,4137586000,85.23,85.21,85.28,"11/18/2016",86.14
"INFY",0.92,9913438,5310800,1906187000,14.10,14.04,13.89,"11/18/2016",15.38
"WYN",5.21,819747,1013450,106188000,72.47,72.44,72.26,"11/18/2016",67.45
"AZN",0.97,6994277,5441040,2275026000,27.35,27.05,27.12,"11/18/2016",29.95
"MARA",-0.25,133804,43514,12405000,2.17,2.23,1.95,"11/18/2016",2.34
"TS",-0.04,2081150,2572960,232766000,31.04,30.43,30.60,"11/18/2016",29.25
"PB",3.95,796973,366857,66074000,63.97,63.91,64.80,"11/18/2016",56.90
"HSNI",2.55,415239,402900,31804000,38.75,38.60,39.15,"11/18/2016",37.90
"UNTD",-0.62,0,178195,N/A,N/A,N/A,N/A,N/A,10.95
"LG",3.15,0,235614,N/A,63.66,N/A,63.66,"4/28/2016",66.26
"SCS",1.39,868897,772409,84297000,15.50,15.50,15.80,"11/18/2016",13.84
"MCK",8.34,2541089,2616950,210177000,141.48,141.70,140.05,"11/18/2016",151.34
"RPM",2.73,476629,616454,131093000,52.24,52.12,52.31,"11/18/2016",49.37
"WSTC",2.21,191305,185714,45965000,25.02,25.02,25.01,"11/18/2016",21.77
"GEO",1.93,1360156,2321550,72516000,29.99,30.23,30.23,"11/18/2016",24.96
"NWL",1.03,2975272,4164440,480631000,47.56,47.56,46.74,"11/18/2016",50.27
"COP",-5.66,8429374,8121330,1237937000,43.61,43.71,44.76,"11/18/2016",43.30
"CHSP",1.18,589222,352220,57403000,22.83,22.91,22.79,"11/18/2016",22.51
"MCEP",-2.65,70547,147717,23887000,2.23,2.23,2.30,"11/18/2016",2.71
"BMA",7.75,48386,94698,35405000,71.39,72.07,70.58,"11/18/2016",76.29
"CHFC",2.05,425692,627405,69256000,51.03,51.21,51.31,"11/18/2016",44.71
"PVG",-0.27,1734684,1854260,149264000,8.59,8.45,8.43,"11/18/2016",9.36
"MSCC",-0.31,1558856,1255500,112721000,54.46,54.32,54.30,"11/18/2016",43.38
"PHM.V",-0.071,2674263,930916,286413000,0.180,0.185,0.175,"11/18/2016",0.165
"NCLH",2.62,1597396,2254610,135685000,39.83,39.68,39.68,"11/18/2016",38.11
"SALT",-9.01,1079482,649403,49059000,5.20,5.20,5.40,"11/18/2016",3.95
"SWM",2.86,126086,132886,29924000,41.96,41.95,42.27,"11/18/2016",38.30
"RES",-0.74,1167357,1670020,69533000,18.00,18.05,17.88,"11/18/2016",17.68
"RDWR",-0.05,116842,237297,26202000,13.26,13.22,13.41,"11/18/2016",12.82
"AM",1.15,445968,347651,68136000,28.56,28.70,28.98,"11/18/2016",28.22
"BHBK",0.28,106227,80280,23162000,17.00,17.00,17.50,"11/18/2016",15.38
"EFII",0.74,369899,477995,43612000,43.61,43.58,43.22,"11/18/2016",44.29
"BASI",-0.2540,3147,12914,6524000,0.6900,0.6900,0.6801,"11/18/2016",0.8949
"DEA",0.08,146946,287883,34750000,18.60,18.67,18.88,"11/18/2016",18.74
"TEAR",-0.784,37452,72838,43554000,0.595,0.587,0.595,"11/18/2016",0.620
"FFWM",1.32,35007,38992,11718000,27.12,27.25,28.20,"11/18/2016",24.75
"IFF",5.03,609474,522040,79319000,119.45,119.14,119.78,"11/18/2016",130.59
"HSTM",0.18,150250,115822,25447000,24.71,24.83,24.59,"11/18/2016",26.15
"CDI",-2.45,49117,76265,12039000,7.20,7.15,7.25,"11/18/2016",6.07
"CYBX",2.14,0,482663,N/A,N/A,N/A,N/A,"10/15/2015",65.76
"ELLI",0.99,1505495,523505,30158000,81.75,81.73,82.26,"11/18/2016",100.12
"RPI-UN.TO",0.71,1724,6116,6993000,24.83,24.77,25.00,"11/18/2016",24.03
"SO",2.66,5611586,5692130,979608000,47.50,47.57,47.13,"11/18/2016",49.98
"IPAR",1.00,72303,79542,17044000,33.10,33.00,33.25,"11/18/2016",32.21
"CZ.V",-0.00,330,512,N/A,N/A,N/A,N/A,"11/16/2015",0.01
"RGDX",-0.367,0,286022,N/A,N/A,N/A,N/A,"8/10/2015",0.171
"GPH.V",-0.014,247000,276471,226154000,0.075,0.075,0.075,"11/18/2016",0.082
"COG",-0.53,4531825,6858210,423304000,21.63,21.78,21.95,"11/18/2016",22.25
"DBVT",-1.82,46448,84126,35664000,36.51,36.21,35.94,"11/18/2016",35.96
"KTOS",-1.01,4727131,576349,46284000,6.85,6.34,6.26,"11/18/2016",6.31
"XLS",1,0,2736560,N/A,24,N/A,24,"4/29/2015",25
"BK",2.95,5808898,5869960,1034191000,47.60,47.53,47.44,"11/18/2016",42.74
"TME.V",-0.02,59222,1030440,N/A,N/A,N/A,N/A,"9/21/2015",0.11
"WCIC",1.30,492137,581505,21410000,23.30,23.30,23.30,"11/18/2016",23.35
"WHLR",-0.48,18251,132640,55453000,1.66,1.68,1.67,"11/18/2016",1.68
"LO",3,0,5205130,N/A,71,N/A,71,"6/11/2015",71
"CAT",1.03,4715937,5010620,583729000,92.78,93.01,92.34,"11/18/2016",87.37
"CHKP",3.97,708617,1432090,123464000,83.80,83.84,83.41,"11/18/2016",80.13
"WPZ",-3.75,1690628,1320570,225610000,35.81,35.94,36.34,"11/18/2016",35.86
"OSK",2.91,770451,948102,72612000,66.74,66.74,66.18,"11/18/2016",56.42
"RIGL",-0.72,642308,2567530,88303000,2.69,2.71,2.69,"11/18/2016",3.11
"VAC",4.13,181069,281071,23955000,76.09,76.07,76.25,"11/18/2016",68.24
"FARE",-0.0070,17965333,2264940,503283000,0.0005,0.0006,0.0006,"11/18/2016",0.0010
"TSN",4.11,3917491,3013400,305342000,66.70,66.44,67.36,"11/18/2016",70.28
"UNT",-8.97,471767,689269,50001000,20.22,20.47,21.04,"11/18/2016",18.48
"FCAU",1.14,8165620,7799520,1253830000,7.47,7.46,7.43,"11/18/2016",6.77
"FC",0.47,76311,36517,9945000,20.20,20.25,20.70,"11/18/2016",18.23
"LULU",1.95,3072705,2556590,99459000,57.54,57.57,54.61,"11/18/2016",57.38
"AT",-1.69,297455,329725,103902000,2.55,2.60,2.60,"11/18/2016",2.38
"ROCK",1.29,254505,216678,31163000,44.85,45.05,45.55,"11/18/2016",38.86
"HDP",-4.58,393020,1173450,24046000,9.35,9.35,9.19,"11/18/2016",7.99
"SDLP",1.97,288852,695748,49002000,3.29,3.34,3.35,"11/18/2016",3.41
"CRME",-1.10,64813,80289,27329000,2.91,2.93,2.85,"11/18/2016",2.94
"OKSB",0.83,45266,31159,13813000,21.50,21.60,21.90,"11/18/2016",19.22
"SUTR",-0.3190,0,43541,N/A,N/A,N/A,N/A,"6/25/2015",0.5820
"LLNW",-0.72,276939,274315,65004000,2.34,2.36,2.29,"11/18/2016",1.93
"CW",4.15,238670,230108,43753000,98.97,99.00,99.34,"11/18/2016",89.23
"PPY.TO",-0.34,1019591,907494,87973000,9.07,9.17,9.21,"11/18/2016",8.61
"KE",0.97,157114,99978,27296000,16.70,16.80,16.90,"11/18/2016",14.36
"SPKE",-1.10,84620,144574,5858000,26.70,26.70,26.70,"11/18/2016",25.98
"DTX.TO",-0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TIS",1.34,71388,75662,9141000,24.97,24.91,25.60,"11/18/2016",26.15
"PAHC",1.91,98601,134200,18436000,28.30,28.50,28.15,"11/18/2016",26.58
"MTW",-2.25,2218813,1673830,111538000,5.29,5.36,5.37,"11/18/2016",4.49
"CPX.TO",1.00,336013,252691,86430000,20.99,20.80,21.00,"11/18/2016",20.77
"XXII",-0.16,1506964,979246,61018000,1.13,1.16,1.17,"11/18/2016",1.29
"CRIS",-0.48,820140,709097,100260000,3.44,3.46,3.33,"11/18/2016",2.91
"MFLX",1.05,0,78494,N/A,N/A,N/A,N/A,N/A,23.25
"WEN",0.69,4264539,3740050,189692000,12.20,12.19,12.15,"11/18/2016",10.98
"EGP",2.83,239122,195383,31584000,65.86,65.95,66.40,"11/18/2016",67.92
